event_id,gene_id,gene_symbol,event_label,AS_type,novel_isoform_event,mean_PSI_tumor,mean_PSI_normal,delta_PSI,P_value,P_adj_BH,significance,paper_threshold,direction
ENSG00000079385.23;SE:chr19:42510920-42511576:42511628-42512350:-,ENSG00000079385.23,CEACAM1,CEACAM1-SE,SE,False,0.22119596017263415,0.5574762817092309,-0.33628032153659676,0.00663423264042459,0.5293852738463806,Down-regulated,True,Down
ENSG00000164924.18;AF:chr8:100948900-100950406:100950557:100948900-100951235:100951449:-,ENSG00000164924.18,YWHAZ,YWHAZ-AF,AF,False,0.6147959572382826,0.9232295786131571,-0.3084336213748745,0.0073681042413040795,0.5293852738463806,Down-regulated,True,Down
ENSG00000105559.12;SE:chr19:48838129-48839205:48839263-48841149:-,ENSG00000105559.12,PLEKHA4,PLEKHA4-SE,SE,False,0.6521654513854411,0.9603561031955063,-0.3081906518100652,0.003034101197335229,0.4650166514025245,Down-regulated,True,Down
ENSG00000164733.22;A3:chr8:11864483-11868001:11864463-11868001:-,ENSG00000164733.22,CTSB,CTSB-A3,A3,False,0.33401522484204516,0.028423380699533866,0.3055918441425113,0.007446197585786442,0.5293852738463806,Up-regulated,True,Up
ENSG00000148180.22;A5:chr9:121300126-121301963:121300005-121301963:+,ENSG00000148180.22,GSN,GSN-A5,A5,True,0.32389398752778675,0.01892857507106359,0.30496541245672315,0.005647202548797133,0.5293852738463806,Up-regulated,True,Up
ENSG00000101187.16;SE:chr20:62642553-62651226:62651454-62656359:+,ENSG00000101187.16,SLCO4A1,SLCO4A1-SE,SE,True,0.21400062219498875,0.5130302430243245,-0.2990296208293358,0.0032434026242075774,0.4650166514025245,Down-regulated,True,Down
ENSG00000127419.17;SE:chr4:948154-948411:948615-950421:+,ENSG00000127419.17,TMEM175,TMEM175-SE,SE,True,0.6713365048603006,0.37232500754839754,0.2990114973119031,0.00471767654430193,0.5102028427470058,Up-regulated,True,Up
ENSG00000166135.14;A5:chr10:100536195-100536411:100536135-100536411:+,ENSG00000166135.14,HIF1AN,HIF1AN-A5,A5,True,0.7317921261587401,0.4381760322501068,0.2936160939086333,0.009214212000589708,0.5293852738463806,Up-regulated,True,Up
ENSG00000169813.17;AF:chr10:43396590-43408727:43408882:43396590-43436499:43437111:-,ENSG00000169813.17,HNRNPF,HNRNPF-AF,AF,False,0.869760205159211,0.5850713655996842,0.28468883955952684,0.00221141088014153,0.42796620033054766,Up-regulated,True,Up
ENSG00000148180.22;AF:chr9:121281467:121281562-121301963:121299793:121300005-121301963:+,ENSG00000148180.22,GSN,GSN-AF,AF,True,0.9241295282161183,0.640846703756379,0.2832828244597393,0.0002948547840188707,0.3097660116678251,Up-regulated,True,Up
ENSG00000095539.16;RI:chr10:100983305:100984357-100984490:100985616:+,ENSG00000095539.16,SEMA4G,SEMA4G-RI,RI,True,0.4387308905352121,0.15732386223789602,0.28140702829731606,0.0008845643520566121,0.3826521320602544,Up-regulated,True,Up
ENSG00000143367.17;SE:chr1:151540426-151562091:151562165-151562585:+,ENSG00000143367.17,TUFT1,TUFT1-SE,SE,False,0.6257400969953278,0.3461384048344907,0.27960169216083713,0.00471767654430193,0.5102028427470058,Up-regulated,True,Up
ENSG00000082641.16;AF:chr17:48048359:48048462-48050607:48048783:48048864-48050607:+,ENSG00000082641.16,NFE2L1,NFE2L1-AF,AF,True,0.944357818362645,0.6658898160588342,0.27846800230381075,0.005954490251183841,0.5293852738463806,Up-regulated,True,Up
ENSG00000028203.19;A3:chr12:95266632-95270039:95266632-95270051:+,ENSG00000028203.19,VEZT,VEZT-A3,A3,True,0.31085041318699436,0.5772773502873612,-0.2664269371003668,0.00663423264042459,0.5293852738463806,Down-regulated,True,Down
ENSG00000139505.12;SE:chr13:25249492-25251649:25251775-25251853:-,ENSG00000139505.12,MTMR6,MTMR6-SE,SE,False,0.22940273931976465,0.49044853213441986,-0.26104579281465523,0.00663423264042459,0.5293852738463806,Down-regulated,True,Down
ENSG00000145431.11;SE:chr4:156850416-156861429:156861489-156970786:-,ENSG00000145431.11,PDGFC,PDGFC-SE,SE,False,0.7758335012831581,0.516879596758665,0.2589539045244931,0.0008845643520566121,0.3826521320602544,Up-regulated,True,Up
ENSG00000089639.11;SE:chr19:19635569-19635644:19635721-19636707:-,ENSG00000089639.11,GMIP,GMIP-SE,SE,True,0.8259250438465926,0.5752135690072964,0.25071147483929623,0.0013616144236887951,0.38354902953863873,Up-regulated,True,Up
ENSG00000115875.19;RI:chr2:38748579:38749346-38749529:38749705:-,ENSG00000115875.19,SRSF7,SRSF7-RI,RI,False,0.18193682332251007,0.4324950035083164,-0.25055818018580633,0.00663423264042459,0.5293852738463806,Down-regulated,True,Down
ENSG00000161179.14;A5:chr22:21629407-21629543:21629407-21629602:-,ENSG00000161179.14,YDJC,YDJC-A5,A5,False,0.7714117543716011,0.5265086193189287,0.24490313505267247,0.009214212000589708,0.5293852738463806,Up-regulated,True,Up
ENSG00000206053.13;SE:chr16:1678356-1683509:1683592-1685439:+,ENSG00000206053.13,JPT2,JPT2-SE,SE,False,0.3304155032245662,0.09167618849619574,0.23873931472837046,0.009640706842372613,0.5326354532020886,Up-regulated,True,Up
ENSG00000099901.17;A3:chr22:20126368-20126952:20126368-20126955:+,ENSG00000099901.17,RANBP1,RANBP1-A3,A3,False,0.33020255325063325,0.5684064892617022,-0.23820393601106898,0.00663423264042459,0.5293852738463806,Down-regulated,True,Down
ENSG00000106477.20;SE:chr7:130399039-130400039:130400254-130400707:-,ENSG00000106477.20,CEP41,CEP41-SE,SE,False,0.3330666749570315,0.570093731191494,-0.23702705623446246,0.0005159958720330237,0.344966694811896,Down-regulated,True,Down
ENSG00000073008.15;A3:chr19:44644175-44647223:44644175-44647300:+,ENSG00000073008.15,PVR,PVR-A3,A3,True,0.6093509920880406,0.8391705271907195,-0.22981953510267894,0.0032881242688239426,0.4650166514025245,Down-regulated,True,Down
ENSG00000161618.10;SE:chr19:49453421-49456818:49456926-49458486:+,ENSG00000161618.10,ALDH16A1,ALDH16A1-SE,SE,True,0.06338298899824003,0.2886265281538771,-0.2252435391556371,0.0073681042413040795,0.5293852738463806,Down-regulated,True,Down
ENSG00000089639.11;A5:chr19:19642051-19642535:19642051-19642537:-,ENSG00000089639.11,GMIP,GMIP-A5,A5,True,0.9162390353643078,0.6932123387110366,0.22302669665327124,0.007446197585786442,0.5293852738463806,Up-regulated,True,Up
ENSG00000113360.17;SE:chr5:31515564-31521123:31521215-31526079:-,ENSG00000113360.17,DROSHA,DROSHA-SE,SE,True,0.7079833541439624,0.929952982722758,-0.22196962857879554,0.004817699578608538,0.5134690246534375,Down-regulated,True,Down
ENSG00000197142.11;SE:chr10:112426359-112426788:112426859-112427218:+,ENSG00000197142.11,ACSL5,ACSL5-SE,SE,True,0.7383679263416649,0.9576733028039786,-0.21930537646231363,0.008480173934611831,0.5293852738463806,Down-regulated,True,Down
ENSG00000062038.15;SE:chr16:68685350-68687512:68687736-68691720:+,ENSG00000062038.15,CDH3,CDH3-SE,SE,True,0.7825828003559672,1.0,-0.21741719964403283,0.0025860924011866285,0.4650166514025245,Down-regulated,True,Down
ENSG00000114209.15;SE:chr3:167720273-167725401:167725473-167734806:-,ENSG00000114209.15,PDCD10,PDCD10-SE,SE,False,0.2192893526158908,0.4290262322559785,-0.20973687964008772,0.00663423264042459,0.5293852738463806,Down-regulated,True,Down
ENSG00000050820.17;AF:chr16:75243090-75251471:75251624:75243090-75265825:75266007:-,ENSG00000050820.17,BCAR1,BCAR1-AF,AF,False,0.27024511965104486,0.4781489312053224,-0.20790381155427756,0.0014005602240896356,0.38354902953863873,Down-regulated,True,Down
ENSG00000134013.16;SE:chr8:23298122-23298836:23298947-23302027:-,ENSG00000134013.16,LOXL2,LOXL2-SE,SE,True,0.7935340780295067,1.0,-0.2064659219704933,0.0014081892572128426,0.38354902953863873,Down-regulated,True,Down
ENSG00000077380.16;AF:chr2:171687501:171687627-171690147:171687672:171687873-171690147:+,ENSG00000077380.16,DYNC1I2,DYNC1I2-AF,AF,True,0.07675173805610683,0.27994780348794307,-0.20319606543183624,0.00014742739200943535,0.2168362081674775,Down-regulated,True,Down
ENSG00000077380.16;SE:chr2:171707377-171712767:171712826-171715328:+,ENSG00000077380.16,DYNC1I2,DYNC1I2-SE,SE,True,0.06284023751530736,0.2650534087172298,-0.20221317120192245,0.00014742739200943535,0.2168362081674775,Down-regulated,True,Down
ENSG00000106290.16;A5:chr7:100114268-100118880:100114268-100119329:-,ENSG00000106290.16,TAF6,TAF6-A5,A5,False,0.3063366803926491,0.8775859838665445,-0.5712493034738955,0.014328558661720935,0.5696969821066827,Not sig,False,NS
ENSG00000131746.13;RI:chr17:40486533:40487460-40488546:40488969:-,ENSG00000131746.13,TNS4,TNS4-RI,RI,True,0.44682510756657423,1.0,-0.5531748924334258,0.032915105369522475,0.6438483473630704,Not sig,False,NS
ENSG00000196141.14;AF:chr2:200329431:200329480-200389223:200378005:200378119-200389223:+,ENSG00000196141.14,SPATS2L,SPATS2L-AF,AF,True,0.9353181866620692,0.38310185211564,0.5522163345464293,0.08388872597756364,0.6819306954207026,Not sig,False,NS
ENSG00000140682.19;AF:chr16:31472141:31472201-31473441:31472208:31472223-31473441:+,ENSG00000140682.19,TGFB1I1,TGFB1I1-AF,AF,True,0.45869814214160703,1.0,-0.541301857858393,0.011964685536148297,0.5326354532020886,Not sig,False,NS
ENSG00000134824.14;RI:chr11:61848159:61848284-61849749:61849800:+,ENSG00000134824.14,FADS2,FADS2-RI,RI,True,0.7783801934533832,0.26352526714465696,0.5148549263087262,0.07368245032030517,0.6722837960986653,Not sig,False,NS
ENSG00000137868.19;AF:chr15:74202282-74202418:74202503:74202282-74202713:74202787:-,ENSG00000137868.19,STRA6,STRA6-AF,AF,True,0.4928358321853943,1.0,-0.5071641678146057,0.10036169628540094,0.6897155250950491,Not sig,False,NS
ENSG00000154545.17;A3:chrX:52184965-52185892:52184965-52185922:+,ENSG00000154545.17,MAGED4,MAGED4-A3,A3,True,0.33618266801977054,0.8404011259128873,-0.5042184578931168,0.04046881027578485,0.6438483473630704,Not sig,False,NS
ENSG00000184937.16;SE:chr11:32389179-32391981:32392064-32392666:-,ENSG00000184937.16,WT1,WT1-SE,SE,True,1.0,0.5,0.5,0.011346302958474833,0.5326354532020886,Not sig,False,NS
ENSG00000186480.13;A5:chr7:155298027-155298259:155297959-155298259:+,ENSG00000186480.13,INSIG1,INSIG1-A5,A5,True,0.7406288145629681,0.25019184267630046,0.4904369718866677,0.01984225106629019,0.6073044176119201,Not sig,False,NS
ENSG00000166313.20;AF:chr11:6411361-6418985:6419070:6411361-6419346:6419414:-,ENSG00000166313.20,APBB1,APBB1-AF,AF,False,0.9413313523986584,0.4555789924758996,0.4857523599227588,0.022528727855374756,0.6134985965403147,Not sig,False,NS
ENSG00000164924.18;AF:chr8:100948900-100952850:100952993:100948900-100953269:100953341:-,ENSG00000164924.18,YWHAZ,YWHAZ-AF,AF,False,0.8478346670115902,0.3688930240515626,0.47894164296002756,0.17912428129146396,0.7387997558145967,Not sig,False,NS
ENSG00000082641.16;AF:chr17:48048363:48048462-48050607:48048783:48048864-48050607:+,ENSG00000082641.16,NFE2L1,NFE2L1-AF,AF,True,0.7504174210462009,0.279142513835726,0.4712749072104749,0.022840544242070635,0.6152723895831043,Not sig,False,NS
ENSG00000175029.17;AF:chr10:125111093-125158635:125158716:125111093-125159857:125159957:-,ENSG00000175029.17,CTBP2,CTBP2-AF,AF,False,0.20939943220733326,0.6799049682607383,-0.47050553605340506,0.030093211416431703,0.6411760541176437,Not sig,False,NS
ENSG00000155066.16;AL:chr2:95289006-95289224:95290133:95289006-95291033:95291306:+,ENSG00000155066.16,PROM2,PROM2-AL,AL,True,0.8468980032667285,0.3837592007166099,0.4631388025501186,0.050230046056224914,0.6500858494123072,Not sig,False,NS
ENSG00000104881.16;AF:chr19:45398339-45404999:45405069:45398339-45406292:45406349:-,ENSG00000104881.16,PPP1R13L,PPP1R13L-AF,AF,False,0.7490734487533882,0.2867648543632472,0.462308594390141,0.012241156268370575,0.5326354532020886,Not sig,False,NS
ENSG00000172927.9;A3:chr11:69294576-69295233:69294576-69295401:+,ENSG00000172927.9,MYEOV,MYEOV-A3,A3,True,0.7089629187719695,0.24734011406434223,0.4616228047076273,0.0127688313172036,0.5427860433914178,Not sig,False,NS
ENSG00000111361.13;RI:chr12:123620943:123621920-123622636:123622761:-,ENSG00000111361.13,EIF2B1,EIF2B1-RI,RI,True,0.6719171441615504,0.22101782947137538,0.45089931469017497,0.042999831734687854,0.6438483473630704,Not sig,False,NS
ENSG00000244687.13;SE:chr20:50084254-50096672:50096820-50115485:-,ENSG00000244687.13,UBE2V1,UBE2V1-SE,SE,False,0.43248758709592894,0.881463535006842,-0.4489759479109131,0.015968586264272274,0.5696969821066827,Not sig,False,NS
ENSG00000104529.19;SE:chr8:143590081-143590608:143590738-143597348:-,ENSG00000104529.19,EEF1D,EEF1D-SE,SE,False,0.675455129462462,0.23085240005879468,0.4446027294036673,0.08337690936608431,0.6819306954207026,Not sig,False,NS
ENSG00000164924.18;AF:chr8:100948900-100951235:100951449:100948900-100951929:100952020:-,ENSG00000164924.18,YWHAZ,YWHAZ-AF,AF,False,0.9376194847171502,0.4944034054833158,0.4432160792338344,0.0281448288032297,0.6299970912974008,Not sig,False,NS
ENSG00000053108.17;SE:chr5:133220866-133224190:133224216-133225150:-,ENSG00000053108.17,FSTL4,FSTL4-SE,SE,False,0.7244017237726297,0.28491372206922455,0.43948800170340513,0.04032876668843729,0.6438483473630704,Not sig,False,NS
ENSG00000214063.12;SE:chr11:842915-847201:847300-850288:+,ENSG00000214063.12,TSPAN4,TSPAN4-SE,SE,True,0.6099141926569606,0.17126582658037656,0.438648366076584,0.06388539197369014,0.6599089751717417,Not sig,False,NS
ENSG00000147813.16;RI:chr8:143576646:143576842-143577062:143577177:-,ENSG00000147813.16,NAPRT,NAPRT-RI,RI,True,0.785792576395324,0.34866826465869194,0.437124311736632,0.21001031991744068,0.7611709673104282,Not sig,False,NS
ENSG00000197858.11;RI:chr8:144084722:144085138-144085289:144085479:+,ENSG00000197858.11,GPAA1,GPAA1-RI,RI,True,0.8921458515687669,0.4568464268959835,0.43529942467278343,0.022195148863564617,0.6113225645792292,Not sig,False,NS
ENSG00000175029.17;AF:chr10:125111093-125158635:125158716:125111093-125160827:125161026:-,ENSG00000175029.17,CTBP2,CTBP2-AF,AF,False,0.42160810652711256,0.8480471057346495,-0.4264389992075369,0.03886426160098209,0.6438483473630704,Not sig,False,NS
ENSG00000097021.20;AF:chr1:6349866-6358826:6359344:6349866-6360570:6360707:-,ENSG00000097021.20,ACOT7,ACOT7-AF,AF,False,0.619588594847166,0.19892992065654683,0.4206586741906192,0.020548253152395304,0.6073044176119201,Not sig,False,NS
ENSG00000101076.20;AF:chr20:44355699:44355853-44406058:44401239:44401487-44406058:+,ENSG00000101076.20,HNF4A,HNF4A-AF,AF,False,0.7637912485053949,0.343321160781011,0.42047008772438393,0.03016683637812139,0.6411760541176437,Not sig,False,NS
ENSG00000155066.16;A3:chr2:95289006-95290133:95289006-95291033:+,ENSG00000155066.16,PROM2,PROM2-A3,A3,False,0.8542170557753214,0.43796492039009927,0.4162521353852221,0.0450254797803083,0.6438483473630704,Not sig,False,NS
ENSG00000156970.13;A3:chr15:40200980-40202390:40200980-40202405:+,ENSG00000156970.13,BUB1B,BUB1B-A3,A3,True,0.2427565297339555,0.6583910977407146,-0.4156345680067591,0.0423834595869443,0.6438483473630704,Not sig,False,NS
ENSG00000173801.17;AF:chr17:41771862-41772547:41772818:41771862-41786566:41786698:-,ENSG00000173801.17,JUP,JUP-AF,AF,True,0.5893685964852878,1.0,-0.41063140351471217,0.0712292089886868,0.6599089751717417,Not sig,False,NS
ENSG00000186185.14;A3:chr17:44928578-44928819:44928551-44928819:-,ENSG00000186185.14,KIF18B,KIF18B-A3,A3,True,0.9476025832830981,0.5399022989496975,0.40770028433340055,0.02935663168779644,0.6312534193919738,Not sig,False,NS
ENSG00000107789.16;SE:chr10:87508533-87513124:87513221-87521036:+,ENSG00000107789.16,MINPP1,MINPP1-SE,SE,False,0.8212252092719057,0.4145862939533724,0.4066389153185333,0.04534592567354469,0.6438483473630704,Not sig,False,NS
ENSG00000108774.15;SE:chr17:42130590-42137762:42137878-42154893:-,ENSG00000108774.15,RAB5C,RAB5C-SE,SE,True,0.7697091393923738,0.3648310948209734,0.4048780445714004,0.21001031991744068,0.7611709673104282,Not sig,False,NS
ENSG00000196141.14;AF:chr2:200329431:200329480-200389223:200378237:200378371-200389223:+,ENSG00000196141.14,SPATS2L,SPATS2L-AF,AF,True,0.7600056418929227,0.35571716094227157,0.4042884809506512,0.08666259963114212,0.6819306954207026,Not sig,False,NS
ENSG00000012504.15;A5:chr12:100532610-100534890:100532598-100534890:+,ENSG00000012504.15,NR1H4,NR1H4-A5,A5,False,0.6649018032006769,0.26147033401985736,0.40343146918081957,0.06496674160563273,0.6599089751717417,Not sig,False,NS
ENSG00000092841.19;AL:chr12:56160320-56160626:56160945:56160320-56161387:56161574:+,ENSG00000092841.19,MYL6,MYL6-AL,AL,False,0.6556567360248553,0.25381904968388636,0.40183768634096895,0.024616595568406664,0.6299970912974008,Not sig,False,NS
ENSG00000173894.11;SE:chr17:79778307-79778384:79778427-79779362:+,ENSG00000173894.11,CBX2,CBX2-SE,SE,False,1.0,0.6,0.4,0.02381338329819732,0.6299970912974008,Not sig,False,NS
ENSG00000115694.15;A5:chr2:241501708-241508443:241501708-241508505:-,ENSG00000115694.15,STK25,STK25-A5,A5,True,0.3023999744161835,0.7018137625828731,-0.3994137881666896,0.05314154984378849,0.6500858494123072,Not sig,False,NS
ENSG00000014914.21;A3:chr1:149936373-149936582:149936229-149936582:-,ENSG00000014914.21,MTMR11,MTMR11-A3,A3,True,0.7237162931476994,0.32520283619184204,0.3985134569558573,0.05771782397169394,0.6500858494123072,Not sig,False,NS
ENSG00000124570.21;AF:chr6:2959342-2961894:2962108:2959342-2971491:2971585:-,ENSG00000124570.21,SERPINB6,SERPINB6-AF,AF,False,0.6860843477565034,0.288335875579099,0.3977484721774044,0.0526175411722737,0.6500858494123072,Not sig,False,NS
ENSG00000182718.18;AF:chr15:60386086-60397943:60398033:60386086-60402769:60402883:-,ENSG00000182718.18,ANXA2,ANXA2-AF,AF,False,0.915044076065679,0.518938101248383,0.3961059748172959,0.03251548412386428,0.6438483473630704,Not sig,False,NS
ENSG00000150093.20;AF:chr10:32935558-32957759:32957894:32935558-32958145:32958232:-,ENSG00000150093.20,ITGB1,ITGB1-AF,AF,False,0.7869860083638855,0.39129571434490584,0.3956902940189797,0.02005999583056127,0.6073044176119201,Not sig,False,NS
ENSG00000106290.16;A5:chr7:100114268-100119204:100114268-100119329:-,ENSG00000106290.16,TAF6,TAF6-A5,A5,True,0.5207381436634198,0.9138927044593768,-0.393154560795957,0.03695736102501492,0.6438483473630704,Not sig,False,NS
ENSG00000179134.16;RI:chr19:39383208:39383291-39383499:39384926:+,ENSG00000179134.16,SAMD4B,SAMD4B-RI,RI,True,0.31091319189875427,0.7039866642972872,-0.3930734723985329,0.1241583473798018,0.7178026201406152,Not sig,False,NS
ENSG00000144560.16;AF:chr3:11602022-11643437:11643915:11602022-11702971:11703047:-,ENSG00000144560.16,VGLL4,VGLL4-AF,AF,False,0.7208084821750982,0.3277774326972143,0.39303104947788386,0.014959866690739296,0.5696969821066827,Not sig,False,NS
ENSG00000145632.15;RI:chr5:58455285:58455414-58455535:58455779:-,ENSG00000145632.15,PLK2,PLK2-RI,RI,True,0.9912993686537481,0.6,0.39129936865374815,0.0947177362150649,0.6897155250950491,Not sig,False,NS
ENSG00000143390.18;A5:chr1:151346333-151346422:151346333-151346482:-,ENSG00000143390.18,RFX5,RFX5-A5,A5,True,0.39052710299257165,0.7813399458883268,-0.39081284289575513,0.04746882361203416,0.6488926175311566,Not sig,False,NS
ENSG00000125319.15;SE:chr17:44155411-44157833:44157941-44161871:+,ENSG00000125319.15,HROB,HROB-SE,SE,True,0.8906600325772253,0.5,0.39066003257722526,0.26050305331786033,0.8017067928667956,Not sig,False,NS
ENSG00000166169.17;A5:chr10:101587406-101587822:101587406-101588204:-,ENSG00000166169.17,POLL,POLL-A5,A5,False,0.6016886155079324,0.21184265134086602,0.3898459641670664,0.07282535348375159,0.6661164795018771,Not sig,False,NS
ENSG00000141968.8;RI:chr19:6828446:6828487-6828622:6828708:+,ENSG00000141968.8,VAV1,VAV1-RI,RI,True,0.6109019030702328,1.0,-0.38909809692976716,0.08866934227477181,0.6856722850564373,Not sig,False,NS
ENSG00000123815.13;A5:chr19:40714635-40716587:40714635-40716862:-,ENSG00000123815.13,COQ8B,COQ8B-A5,A5,False,0.49209240380867925,0.10430543414882504,0.3877869696598542,0.3971729474659045,0.8582222258669856,Not sig,False,NS
ENSG00000137731.14;AF:chr11:117822717-117824654:117824744:117822717-117827995:117828092:-,ENSG00000137731.14,FXYD2,FXYD2-AF,AF,True,0.9436722820026963,0.5559513456831988,0.38772093631949744,0.048091125122968835,0.6488926175311566,Not sig,False,NS
ENSG00000143390.18;AF:chr1:151346606-151347151:151347206:151346606-151347211:151347251:-,ENSG00000143390.18,RFX5,RFX5-AF,AF,True,0.6769573136396564,0.29136630082720844,0.38559101281244795,0.019571376939252948,0.6073044176119201,Not sig,False,NS
ENSG00000134910.14;SE:chr11:125592918-125595881:125596003-125597059:+,ENSG00000134910.14,STT3A,STT3A-SE,SE,False,0.20053998644913407,0.5855110251545925,-0.38497103870545846,0.0588929443395203,0.6500858494123072,Not sig,False,NS
ENSG00000103197.18;A3:chr16:2077726-2079032:2077726-2079035:+,ENSG00000103197.18,TSC2,TSC2-A3,A3,False,0.9848925308075596,0.6,0.3848925308075596,0.2281310758686189,0.7766601960650348,Not sig,False,NS
ENSG00000134910.14;AF:chr11:125592867:125592918-125597059:125595881:125596003-125597059:+,ENSG00000134910.14,STT3A,STT3A-AF,AF,False,0.6076160635645964,0.2229641283236262,0.3846519352409702,0.038950274590127204,0.6438483473630704,Not sig,False,NS
ENSG00000062716.13;SE:chr17:59817773-59834012:59834050-59838295:+,ENSG00000062716.13,VMP1,VMP1-SE,SE,True,0.1303611987234757,0.5109956806747402,-0.3806344819512645,0.17912428129146396,0.7387997558145967,Not sig,False,NS
ENSG00000115310.19;AF:chr2:54987698-55010087:55010449:54987698-55049745:55050544:-,ENSG00000115310.19,RTN4,RTN4-AF,AF,False,0.31458605357666214,0.6913137436973646,-0.3767276901207025,0.02852720035382574,0.6299970912974008,Not sig,False,NS
ENSG00000168591.16;A5:chr17:44187431-44189022:44187400-44189022:+,ENSG00000168591.16,TMUB2,TMUB2-A5,A5,True,0.6833851269102835,0.31060482584168037,0.37278030106860316,0.04469806909587592,0.6438483473630704,Not sig,False,NS
ENSG00000143537.14;AF:chr1:155050681:155050922-155052671:155051316:155051465-155052671:+,ENSG00000143537.14,ADAM15,ADAM15-AF,AF,True,0.5356659264863214,0.16714074362933837,0.368525182856983,0.07093286268738623,0.6599089751717417,Not sig,False,NS
ENSG00000185624.16;RI:chr17:81845144:81845230-81845460:81845742:-,ENSG00000185624.16,P4HB,P4HB-RI,RI,False,0.8092594635423507,0.442348063278094,0.36691140026425667,0.05732930294021618,0.6500858494123072,Not sig,False,NS
ENSG00000082641.16;AF:chr17:48048363:48048462-48050607:48048773:48048864-48050607:+,ENSG00000082641.16,NFE2L1,NFE2L1-AF,AF,True,0.402662282558027,0.7677922361836901,-0.3651299536256631,0.061377858502691666,0.6599089751717417,Not sig,False,NS
